sensor_id,sensor_type,location,lat,lon,timestamp,pressure,altitude,pressure_sealevel,temperature,humidity
3436,BME280,1731,42.693,23.359,2019-04-09T10:23:08,93805.52,,,13.43,97.59
3436,BME280,1731,42.693,23.359,2019-04-09T10:25:59,93802.27,,,13.58,96.03
3436,BME280,1731,42.693,23.359,2019-04-09T10:29:03,93803.55,,,13.55,93.80
3436,BME280,1731,42.693,23.359,2019-04-09T10:31:52,93806.70,,,13.57,93.58
3436,BME280,1731,42.693,23.359,2019-04-09T10:34:44,93807.16,,,13.51,94.70
3436,BME280,1731,42.693,23.359,2019-04-09T10:37:36,93810.41,,,13.61,94.11
3436,BME280,1731,42.693,23.359,2019-04-09T10:40:26,93803.42,,,13.45,96.06
3436,BME280,1731,42.693,23.359,2019-04-09T10:43:08,93805.67,,,13.58,96.06
3436,BME280,1731,42.693,23.359,2019-04-09T10:46:04,93806.82,,,13.43,94.79
3436,BME280,1731,42.693,23.359,2019-04-09T10:48:45,93808.56,,,13.59,94.81
3436,BME280,1731,42.693,23.359,2019-04-09T10:51:34,93808.20,,,13.75,93.02
3436,BME280,1731,42.693,23.359,2019-04-09T10:54:18,93804.41,,,13.90,93.16
3436,BME280,1731,42.693,23.359,2019-04-09T10:57:11,93806.92,,,13.77,94.70
3436,BME280,1731,42.693,23.359,2019-04-09T10:59:51,93807.44,,,13.77,93.38
3436,BME280,1731,42.693,23.359,2019-04-09T11:02:40,93804.58,,,13.78,93.76
3436,BME280,1731,42.693,23.359,2019-04-09T11:05:38,93807.53,,,13.63,94.84
3436,BME280,1731,42.693,23.359,2019-04-09T11:08:29,93814.06,,,13.60,93.89
3436,BME280,1731,42.693,23.359,2019-04-09T11:11:14,93811.11,,,13.78,94.81
3436,BME280,1731,42.693,23.359,2019-04-09T11:13:54,93817.44,,,13.58,96.34
3436,BME280,1731,42.693,23.359,2019-04-09T11:16:36,93814.95,,,13.71,96.48
3436,BME280,1731,42.693,23.359,2019-04-09T11:19:26,93829.84,,,13.70,97.69
3436,BME280,1731,42.693,23.359,2019-04-09T11:22:18,93824.52,,,13.60,97.05
3436,BME280,1731,42.693,23.359,2019-04-09T11:25:10,93826.42,,,13.43,97.93
3436,BME280,1731,42.693,23.359,2019-04-09T11:28:00,93835.81,,,13.41,98.25
3436,BME280,1731,42.693,23.359,2019-04-09T11:30:48,93837.46,,,13.28,97.75
3436,BME280,1731,42.693,23.359,2019-04-09T11:33:31,93837.63,,,13.19,98.66
3436,BME280,1731,42.693,23.359,2019-04-09T11:36:26,93836.83,,,13.18,99.06
3436,BME280,1731,42.693,23.359,2019-04-09T11:39:17,93833.69,,,13.00,100.00
3436,BME280,1731,42.693,23.359,2019-04-09T11:42:10,93830.95,,,12.90,100.00
3436,BME280,1731,42.693,23.359,2019-04-09T11:45:00,93830.64,,,12.86,100.00
3436,BME280,1731,42.693,23.359,2019-04-09T11:47:49,93832.38,,,13.00,100.00
3436,BME280,1731,42.693,23.359,2019-04-09T11:50:44,93834.00,,,12.84,100.00
3436,BME280,1731,42.693,23.359,2019-04-09T11:53:35,93831.36,,,12.81,100.00
3436,BME280,1731,42.693,23.359,2019-04-09T11:56:31,93837.20,,,12.89,100.00
3436,BME280,1731,42.693,23.359,2019-04-09T11:59:09,93842.75,,,12.95,100.00
3436,BME280,1731,42.693,23.359,2019-04-09T12:01:58,93835.91,,,12.89,100.00
3436,BME280,1731,42.693,23.359,2019-04-09T12:04:40,93837.25,,,12.74,100.00
3436,BME280,1731,42.693,23.359,2019-04-09T12:07:28,93838.79,,,12.73,100.00
3436,BME280,1731,42.693,23.359,2019-04-09T12:10:07,93840.36,,,12.38,100.00
3436,BME280,1731,42.693,23.359,2019-04-09T12:12:58,93840.72,,,12.27,100.00
3436,BME280,1731,42.693,23.359,2019-04-09T12:15:52,93847.70,,,12.07,100.00
3436,BME280,1731,42.693,23.359,2019-04-09T12:18:51,93840.48,,,12.12,100.00
3436,BME280,1731,42.693,23.359,2019-04-09T12:21:34,93848.80,,,11.95,100.00
3436,BME280,1731,42.693,23.359,2019-04-09T12:24:27,93850.80,,,11.90,100.00
3436,BME280,1731,42.693,23.359,2019-04-09T12:27:23,93848.25,,,11.78,100.00
